Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
JSML36;JSL SA;'003;'006;ND;Registrado;BRJSLGDBS095;CVM/SRE/DEB/2013/020;24/07/2013;;;15/07/2013;15/07/2020; - - - - - - ;;15/07/2013;01/08/2013;-;RCA;12/06/2013;;;Escritural;Quirografária;Simples;185099;0,;0,;185099;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,263,404,970;21/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;;0,00;0,000;-;;;500,000;12;MES;15/07/2019;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;75,000;252;12;MES;15/07/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BTG PACTUAL S/A;5.25484E+13;N; n ;
JSML38;JSL SA;'003;'008;ND;Registrado;BRJSLGDBS0D3;DISPENSA ICVM 476/09;17/06/2014;;;15/06/2014;15/06/2021; - - - - - - ;;15/06/2014;18/06/2014;-;RCA;09/05/2014;;;Escritural;Quirografária;Simples;163074;0,;0,;163074;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;118,50;0,000;-;;;250,000;12;MES;15/06/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;15/12/2014;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BCO VOTORANTIM S/A;5.25484E+13;N; n ;
JSTN11;JUMIL - JUSTINO DE MORAIS IRMAOS SA;'001;'001;ND;Registrado;BRJSTNDBS003;DISPENSA ICVM 476/09;06/05/2015;;;17/04/2015;07/05/2020; - - - - - - ;;07/05/2015;07/05/2015;-;AGE;17/04/2015;;;Escritural;Real;Simples;60;0,;0,;60;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;850,000,000,000;21/07/2016;DI;  - ;Não Padrão - SND;;DU;;100,00;0,000;-;3,6500% uti;;-;-;MES;07/08/2015;;Percentual variável sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL SA;4.49447E+13;N; n ;
JSTN21;JUMIL - JUSTINO DE MORAIS IRMAOS SA;'002;'001;ND;Registrado;BRJSTNDBS011;DISPENSA ICVM 476/09;06/05/2015;;;17/04/2015;07/05/2020; - - - - - - ;;07/05/2015;07/05/2015;-;AGE;17/04/2015;;;Escritural;Real;Simples;40;0,;0,;40;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;850,000,000,000;21/07/2016;TJLP;  - ;Não Padrão - SND;;DC;;0,00;0,000;-;9,5200% aa 360 dias;;-;-;MES;07/08/2015;;Percentual variável sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL SA;4.49447E+13;N; n ;
KRMA11;KURUMA VEICULOS S/A;'ÚNI;'001;ND;Registrado;BRKRMADBS005;DISPENSA ICVM 476/09;22/12/2014;;;18/12/2014;18/09/2020; - - - - - - ;;23/12/2014;22/12/2014;-;AGE;24/11/2014;;;Escritural;Quirografária;Simples;112;0,;0,;112;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;20,833;1;MES;18/10/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;22,000;252;1;MES;18/01/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;8.27783E+11;N; n ;
KUHN21;KUHN DO BRASIL  SA – IMPLEMENTOS AGRICOLAS;'002;'001;ND;Registrado;BRKUHNDBS010;DISPENSA ICVM 476/09;09/10/2014;;;20/08/2014;20/08/2017; - - - - - - ;;20/08/2014;10/10/2014;-;AGE;01/08/2014;;;Escritural;Quirografária;Simples;80000;0,;0,;40000;0;40000;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;17,000;252;6;MES;20/02/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A;6.21663E+12;N; n ;
LAME14;LOJAS AMERICANAS S/A;'ÚNI;'004;ND;Registrado;BRLAMEDBS035;DISPENSA ICVM 476/09;13/09/2011;;;05/09/2011;05/09/2020; - - - - - - ;;05/09/2011;-;-;RCA;05/09/2011;;;Escritural;Flutuante;Simples;50000;0,;0,;50000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;113,50;0,000;-;;;-;12;MES;05/09/2016;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;05/09/2015;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.30146E+13;N; n ;
LAME16;LOJAS AMERICANAS S/A;'001;'006;ND;Registrado;BRLAMEDBS043;DISPENSA ICVM 476/09;30/01/2012;;;26/01/2012;26/01/2018; - - - - - - ;;26/01/2012;-;-;RCA;18/01/2012;;;Escritural;Quirografária;Simples;30000;0,;0,;30000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;112,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;26/01/2016;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.30146E+13;N; n ;
LAME17;LOJAS AMERICANAS S/A;'001;'007;ND;Registrado;BRLAMEDBS068;DISPENSA ICVM 476/09;20/12/2012;;;21/12/2012;21/12/2017; - - - - - - ;;21/12/2012;-;-;RCA;13/12/2012;;;Escritural;Quirografária;Simples;30000;0,;0,;30000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;500,000;12;MES;21/12/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;10,300;252;12;MES;21/12/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.30146E+13;N; n ;
LAME18;LOJAS AMERICANAS S/A;'001;'008;ND;Registrado;BRLAMEDBS084;DISPENSA ICVM 476/09;23/07/2013;;;15/07/2013;15/07/2018; - - - - - - ;;15/07/2013;24/07/2013;-;RCA;18/06/2013;;;Escritural;Quirografária;Simples;15460;0,;0,;15460;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;112,00;0,000;-;;;500,000;12;MES;15/07/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;15/01/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;ITAU UNIBANCO SA;3.30146E+13;N; n ;
LAME19;LOJAS AMERICANAS S/A;'001;'009;ND;Registrado;BRLAMEDBS0B4;DISPENSA ICVM 476/09;26/06/2014;;;25/06/2014;25/06/2021; - - - - - - ;;25/06/2014;27/06/2014;-;RCA;16/06/2014;;;Escritural;Quirografária;Simples;70000;0,;0,;70000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;113,00;0,000;-;;;250,000;12;MES;25/06/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;25/12/2014;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.30146E+13;N; n ;
LAME26;LOJAS AMERICANAS S/A;'002;'006;ND;Registrado;BRLAMEDBS050;DISPENSA ICVM 476/09;30/01/2012;;;26/01/2012;26/01/2018; - - - - - - ;;26/01/2012;-;-;RCA;18/01/2012;;;Escritural;Quirografária;Simples;20000;0,;0,;20000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;112,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;26/01/2016;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.30146E+13;N; n ;
LAME27;LOJAS AMERICANAS S/A;'002;'007;ND;Registrado;BRLAMEDBS076;DISPENSA ICVM 476/09;20/12/2012;;;21/12/2012;21/12/2018; - - - - - - ;;21/12/2012;-;-;RCA;13/12/2012;;;Escritural;Quirografária;Simples;35000;0,;0,;35000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;113,00;0,000;-;;;500,000;12;MES;21/12/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;12;MES;21/12/2013;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.30146E+13;N; n ;
LAME28;LOJAS AMERICANAS S/A;'002;'008;ND;Registrado;BRLAMEDBS092;DISPENSA ICVM 476/09;23/07/2013;;;15/07/2013;15/07/2019; - - - - - - ;;15/07/2013;24/07/2013;-;RCA;18/06/2013;;;Escritural;Quirografária;Simples;4540;0,;0,;4540;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;112,55;0,000;-;;;500,000;12;MES;15/07/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;15/07/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;ITAU UNIBANCO SA;3.30146E+13;N; n ;
LAME29;LOJAS AMERICANAS S/A;'002;'009;ND;Registrado;BRLAMEDBS0C2;DISPENSA ICVM 476/09;27/06/2014;;;25/06/2014;25/06/2021; - - - - - - ;;25/06/2014;30/06/2014;-;RCA;16/06/2014;;;Escritural;Quirografária;Simples;25000;0,;0,;25000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;113,00;0,000;-;;;250,000;12;MES;25/06/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;12;MES;25/06/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.30146E+13;N; n ;
LAME38;LOJAS AMERICANAS S/A;'003;'008;ND;Registrado;BRLAMEDBS0A6;DISPENSA ICVM 476/09;23/07/2013;;;15/07/2013;15/07/2021; - - - - - - ;;15/07/2013;24/07/2013;-;RCA;18/06/2013;;;Escritural;Quirografária;Simples;20000;0,;0,;20000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;12,634,049,700;21/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;;0,00;0,000;-;;;333,300;12;MES;15/07/2019;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;63,900;252;12;MES;15/07/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;ITAU UNIBANCO SA;3.30146E+13;N; n ;
LANO11;GESTAMP EOLICA LAGOA NOVA  SA;'ÚNI;'001;ND;Registrado;BRLANODBS008;DISPENSA ICVM 476/09;16/07/2014;;;27/06/2014;21/09/2016; - - - - - - ;;17/07/2014;17/07/2014;-;AGE;01/07/2014;;;Escritural;Quirografária;Simples;112500;0,;0,;112500;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;82,484,129;21/07/2016;DI;  - ;Não Padrão - SND;;-;;100,00;0,000;-;3,0000% aa 252 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;1.28511E+13;N; n ;
LBAM13;DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;'001;'003;ND;Registrado;BRLSBTDBS012;SEP/GER/DEB - 90/023;13/03/1990;;;05/03/1990;05/03/2080; - - - - - - ;;05/01/2000;-;-;AGE;05/01/1990;;;Nominativa;Subordinada;Simples;120000;0,;0,;0;0;0;0;0,;0;0,;0;NCz$;3,104,550,000;R$;157,009,961;21/07/2016;TR;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;-;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;ARTHUR BRANDI SOBRINHO;ITAU CV S/A;ITAUBANK DTVM S/A;6.56543E+13;N; n ;
LBAM14;DIBENS LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'004;ND;Registrado;BRLSBTDBS038;SEP/GER/DEB - 96/120;09/10/1996;;;01/08/1996;01/03/2035; - - - - - - ;;17/12/2008;-;-;AGE;21/08/1996;;;Nominativa;Subordinada;Simples;200000;0,;0,;91106;108894;0;0;0,;0;0,;0;R$;1,000,000,000;R$;2,803,134,654;21/07/2016;DI;Integrante de Juros;Não Padrão - SND;;-;   ;0,00;0,000;-;-;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO ITAUBANK SA;6.56543E+13;N; n ;
LBRA11;LIBRA  TERMINAL RIO SA;'ÚNI;'001;ND;Registrado;BRLBRADBS006;CVM/SRE/DEB/2014/011;14/07/2014;;;10/07/2014;10/07/2018; - - - - - - ;;10/07/2014;17/07/2014;-;AGE;14/05/2014;;;Escritural;Quirografária;Simples;27000;0,;0,;27000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;142,800;3;MES;10/01/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;30,000;252;6;MES;10/01/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;2.37352E+12;N; n ;
LCAM17;COMPANHIA DE LOCACAO DAS AMERICAS;'ÚNI;'007;ND;Registrado;BRLCAMDBS062;DISPENSA ICVM 476/09;27/06/2013;;;26/06/2013;26/06/2020; - - - - - - ;;28/06/2013;28/06/2013;-;RCA;14/06/2013;;;Escritural;Quirografária;Simples;10000;0,;0,;10000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;9,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;-;12;MES;26/06/2016;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;17,400;252;6;MES;26/12/2013;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;SLW CVC LTDA;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;1.0216E+13;N; n ;
LCAM18;COMPANHIA DE LOCACAO DAS AMERICAS;'001;'008;ND;Registrado;BRLCAMDBS070;DISPENSA ICVM 476/09;28/10/2013;;;29/10/2013;29/04/2017; - - - - - - ;;29/10/2013;29/10/2013;-;RCA;18/09/2013;;;Escritural;Quirografária;Simples;12500;0,;0,;12500;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;17,000;252;6;MES;29/04/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;1.0216E+13;N; n ;
LCAM19;COMPANHIA DE LOCACAO DAS AMERICAS;'ÚNI;'009;ND;Registrado;BRLCAMDBS0A8;DISPENSA ICVM 476/09;04/08/2014;;;28/07/2014;28/07/2020; - - - - - - ;;05/08/2014;05/08/2014;-;RCA;17/07/2014;;;Escritural;Quirografária;Simples;23000;0,;0,;23000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;28/07/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;17,000;252;6;MES;28/01/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;SIMPLIFIC PAVARINI DTVM LTDA;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;1.0216E+13;N; n ;
LCAM28;COMPANHIA DE LOCACAO DAS AMERICAS;'002;'008;ND;Registrado;BRLCAMDBS096;DISPENSA ICVM 476/09;28/10/2013;;;29/10/2013;29/10/2020; - - - - - - ;;29/10/2013;29/10/2013;-;RCA;18/09/2013;;;Escritural;Quirografária;Simples;10000;0,;0,;10000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;12;MES;29/10/2016;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;17,500;252;6;MES;29/04/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;1.0216E+13;N; n ;
LCAMA0;COMPANHIA DE LOCACAO DAS AMERICAS;'ÚNI;'010;ND;Registrado;BRLCAMDBS0B6;DISPENSA ICVM 476/09;17/08/2015;;;14/07/2015;14/01/2020; - - - - - - ;;14/07/2015;18/08/2015;-;RCA;13/07/2015;RCA;13/08/2015;Escritural;Quirografária;Simples;10000;0,;0,;10000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;142,857;6;MES;14/01/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;25,000;252;6;MES;14/01/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL SA;1.0216E+13;N; n ;
LCEH11;LC-EH PARTICIPACOES E EMPREENDIMENTOS SA;'ÚNI;'001;ND;Registrado;BRLCEHDBS007;DISPENSA ICVM 476/09;29/06/2015;;;19/06/2015;19/12/2017; - - - - - - ;;30/06/2015;30/06/2015;-;AGE;19/06/2015;;;Escritural;Real;Simples;500;0,;0,;500;0;0;0,;0,;0;0,;0;R$;100,000,000,000;R$;100,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;37,500;252;6;MES;19/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ABC-BRASIL S/A;2.98676E+12;N; n ;
LCNH11;GESTAMP EOLICA LANCHINHA  SA;'ÚNI;'001;ND;Registrado;BRLCNHDBS008;DISPENSA ICVM 476/09;16/07/2014;;;27/06/2014;21/09/2016; - - - - - - ;;17/07/2014;17/07/2014;-;AGE;01/07/2014;;;Escritural;Quirografária;Simples;89000;0,;0,;89000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;139,703,687;21/07/2016;DI;  - ;Não Padrão - SND;;-;;100,00;0,000;-;3,0000% aa 252 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;1.4604E+13;N; n ;
LCRF11;LOCALFRIO SA - ARMAZENS GERAIS FRIGORIFICOS;'ÚNI;'001;ND;Registrado;BRLCFRDBS003;DISPENSA ICVM 476/09;25/11/2010;;;23/11/2010;23/11/2016; - - - - - - ;;23/11/2010;-;-;AGE;19/11/2010;;;Escritural;Subordinada;Simples;151;0,;0,;151;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;100,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;50,000;3;MES;23/02/2012;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;20,000;252;3;MES;23/02/2011;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;5.83178E+13;N; n ;
LDCS11;LDC SEV BIOENERGIA S/A;'ÚNI;'001;ND;Registrado;BRLDCSDBS006;DISPENSA ICVM 476/09;21/09/2011;;;26/10/2009;10/07/2024; - - - - - - ;;26/10/2009;-;-;AGE;12/01/2010;AGE;28/06/2011;Escritural;Real;Simples;6000000;0,;0,;3522390;0;0;0;0,;0;0,;0;R$;100,000,000;R$;77,297,731;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;12;MES;10/07/2014;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;17,200;252;6;MES;10/01/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BCO VOTORANTIM S/A;4.92137E+13;N; n ;
LEPS11;HOSPITAL ESPERANCA S/A;'ÚNI;'001;ND;Registrado;BRLEPSDBS006;DISPENSA ICVM 476/09;24/10/2012;;;15/10/2012;15/10/2021; - - - - - - ;;25/10/2012;-;-;AGE;27/09/2012;;;Escritural;Real;Simples;200;0,;0,;200;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;16,393;1;MES;15/10/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;24,000;252;3;MES;15/01/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL SA;2.28406E+12;N; n ;
LETS13;LETS RENT A CAR S/A;'ÚNI;'003;ND;Registrado;BRLETSDBS024;DISPENSA ICVM 476/09;08/03/2016;;;15/02/2016;15/02/2019; - - - - - - ;;09/03/2016;16/02/2016;-;AGE;28/12/2015;;;Escritural;Quirografária;Simples;9000;0,;0,;9000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;8,888,920,000;21/07/2016;DI;  - ;Padrão - SND;;DU;;100,00;0,000;-;;;27,777;1;MES;04/04/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;51,000;;1;MES;04/04/2016;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BCO VOTORANTIM S/A;8.73894E+11;N; n ;
LGER11;LINHARES GERACAO S/A;'001;'001;ND;Registrado;BRLINHDBS005;DISPENSA ICVM 476/09;13/12/2012;;;14/11/2012;16/02/2024; - - - - - - ;;14/11/2012;-;-;AGE;09/11/2012;RCA;09/11/2012;Escritural;Real;Simples;511;0,;0,;511;0;0;0;0,;0;0,;0;R$;100,000,000,000;R$;104,672,304,070;21/07/2016;IPCA;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;7,2500% aa 252 dias;;-;-;MES;16/02/2014;;Percentual variável sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO CITIBANK S/A;PENTAGONO S/A DTVM;BANCO CITIBANK S/A;BANCO BTG PACTUAL S/A;1.04729E+13;N; n ;
