Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ. VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb. Incent. (Lei 12.431);Escritura Padronizada;Resgate Antecipado
SRNV12    ;SERTAO ENERGIAS RENOVAVEIS S/A;'ÚNI;'002;ND;Excluído;BRSRNVDBS010;DISPENSA ICVM 476/09;20/11/2015;;;23/11/2015;21/05/2016;RESGATE TOTAL ANTECIPADO;;24/11/2015;24/11/2015;-;AGE;16/11/2015;;;Escritural;Quirografária;Simples;6.2;0,;0,;0;0;6.2;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;25/04/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;40,000;252;0,;-;21/05/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BTG PACTUAL S/A;1.76E+13;N; n ;
SSBR11    ;SONAE SIERRA BRASIL S/A;'001;'001;ND;Registrado;BRSSBRDBS003;DISPENSA ICVM 476/09;14/03/2012;;;15/02/2012;15/02/2017; - - - - - - ;;15/02/2012;-;-;RCA;26/01/2012;;;Escritural;Quirografária;Simples;9.55;0;0;9.55;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;5.000,000000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;500,000;12;MES;15/02/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,9600;252;6;MES;15/08/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;Mês;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;ITAU UNIBANCO S.A.;5.88E+12;N; n ;
SSBR21    ;SONAE SIERRA BRASIL S/A;'002;'001;ND;Registrado;BRSSBRDBS011;DISPENSA ICVM 476/09;15/03/2012;;;15/02/2012;15/02/2019; - - - - - - ;;15/02/2012;-;-;RCA;26/01/2012;;;Escritural;Quirografária;Simples;20.45;0;0;20.45;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;13.713,755800;20/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;500,000;12;MES;15/02/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;62,500;252;12;MES;15/02/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;Mês;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;ITAU UNIBANCO S.A.;5.88E+12;N; n ;
SSCR12    ;SASCAR - TECNOLOGIA E SEGURANCA AUTOMOTIVA S/A;'ÚNI;'002;ND;Excluído;BRSSCRDBS001;DISPENSA ICVM 476/09;15/05/2013;;;25/04/2013;25/04/2019;RESGATE TOTAL ANTECIPADO;;25/04/2013;16/05/2013;-;AGE;17/04/2013;;;Escritural;Quirografária;Simples;5;0,;0,;0;0;5;0,;0,;0;0,;0;R$;10.000,000000;R$;8.750,000000;24/11/2015;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;125,000;6;MES;25/10/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;15,000;252;6;MES;25/10/2013;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;3.11E+12;N; n ;
SSTN11    ;GESTAMP EOLICA SERRA DE SANTANA  S.A.;'ÚNI;'001;ND;Registrado;BRSSTNDBS004;DISPENSA ICVM 476/09;16/07/2014;;;27/06/2014;21/09/2016; - - - - - - ;;17/07/2014;17/07/2014;-;AGE;01/07/2014;;;Escritural;Quirografária;Simples;78.5;0,;0,;78.5;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;41,898,345;20/07/2016;DI;  - ;Não Padrão - SND;;-;;100,00;0,000;-;3,0000% a.a 252 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;1.28E+13;N; n ;
STAH11    ;SETAH  OPERACOES S.A.;'ÚNI;'001;ND;Registrado;BRSTAHDBS004;DISPENSA ICVM 476/09;26/05/2014;;;08/04/2014;08/04/2019; - - - - - - ;;27/05/2014;27/05/2014;-;AGE;25/03/2014;;;Escritural;Quirografária;Simples;10;0,;0,;10;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;6.770,191417;20/07/2016;IPCA;  - ;Padrão - SND;8;-;;0,00;0,000;-;;;-;1;MES;08/06/2014;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;90,000;252;1;MES;08/06/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO CITIBANK S/A;SLW CVC LTDA;BANCO CITIBANK S/A;SOCOPA SOCIEDADE CORRETORA PAULISTA S/A;1.96E+13;N; n ;
STAR11    ;STAR ONE S.A.;'ÚNI;'001;ND;Registrado;BRSTRODBS004;DISPENSA ICVM 476/09;24/06/2014;;;25/06/2014;25/07/2016; - - - - - - ;;25/06/2014;25/06/2014;-;RCA;12/06/2014;AGE;12/06/2014;Escritural;Quirografária;Simples;9.5;0,;0,;6.64;0;2.86;0,;0,;0;0,;0;R$;100.000,000000;R$;100.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;107,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;25/07/2016;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;3.96E+12;N; n ;
STEN13    ;SANTO ANTONIO ENERGIA S.A.;'001;'003;ND;Registrado;BRSTENDBS012;CVM/SRE/DEB/2014/009;29/04/2014;;;15/04/2014;15/04/2022; - - - - - - ;;15/04/2014;02/05/2014;-;AGE;11/03/2014;;;Escritural;Quirografária;Simples;20;0,;0,;19.143;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;12.042,437000;20/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/04/2020;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;70,537;252;6;MES;15/10/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BTG PACTUAL S/A;9.39E+12;S; n ;
STEN23    ;SANTO ANTONIO ENERGIA S.A.;'002;'003;ND;Registrado;BRSTENDBS020;CVM/SRE/DEB/2014/010;29/04/2014;;;15/04/2014;15/04/2024; - - - - - - ;;15/04/2014;05/05/2014;-;AGE;11/03/2014;;;Escritural;Quirografária;Simples;50;0,;0,;49.136;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;12.042,437000;20/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/04/2022;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;74,943;252;6;MES;15/10/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BTG PACTUAL S/A;9.39E+12;S; n ;
STEP11    ;SANTOS ENERGIA PARTICIPACOES S.A;'ÚNI;'001;ND;Excluído;BRSTEPDBS009;DISPENSA ICVM 476/09;19/04/2013;;;12/04/2013;12/07/2014;VENCIMENTO;;22/04/2013;22/04/2013;-;AGE;08/04/2013;;;Escritural;Quirografária;Simples;370;0,;0,;0;0;149;0,;0,;0;0,;0;R$;100.000,000000;R$;100.000,000000;11/07/2014;DI;Integrante de Juros;Não Padrão - SND;;-;;100,00;0,000;-;1,5000% a.a 252 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;8.69E+12;N; n ;
STHE11    ;SANTA HELENA ENERGIAS RENOVAVEIS S.A.;'ÚNI;'001;ND;Excluído;BRSTHEDBS006;DISPENSA ICVM 476/09;27/06/2014;;;10/06/2014;10/12/2015;RESGATE TOTAL ANTECIPADO;;30/06/2014;30/06/2014;-;AGE;14/05/2014;;;Escritural;Quirografária;Simples;5.8;0,;0,;0;0;5.8;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;03/11/2015;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;13,000;252;6;MES;10/06/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;1.21E+13;N; n ;
STLM12    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'002;ND;Registrado;BRSUAMDBS085;CVM/SRE/DEB/2015/001;22/01/2015;;;31/01/2015;31/01/2035; - - - - - - ;;31/01/2015;02/02/2015;-;RCA;27/11/2014;;;Escritural;Quirografária;Simples;100.000.000;0,;0,;39.361.082;60.638.918;0;0,;0,;0;0,;0;R$;100,000,000;R$;100,000,000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;31/01/2035;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLM13    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'003;ND;Registrado;BRSUAMDBS093;CVM/SRE/DEB/2016/001;14/03/2016;;;15/03/2016;15/03/2036; - - - - - - ;;15/03/2016;22/03/2016;-;RCA;29/12/2015;;;Escritural;Quirografária;Simples;200.000.000;0,;0,;200.000.000;0;0;0,;0,;0;0,;0;R$;100,000,000;R$;100,000,000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;15/03/2036;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLMA1    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'001;ND;Registrado;BRSUAMDBS077;CVM/SRE/DEB/2012/021;27/07/2012;;;25/07/2012;25/07/2032; - - - - - - ;;25/07/2012;-;-;RCA;26/06/2012;;;Escritural;Quirografária;Simples;99.000.000;0,;0,;99.000.000;0;0;0;0,;0;0,;0;R$;10,000,000;R$;10,000,000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;25/07/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLMB1    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'001;ND;Registrado;BRSUAMDBS077;CVM/SRE/DEB/2012/021;27/07/2012;;;25/07/2012;25/07/2032; - - - - - - ;;25/07/2012;-;-;RCA;26/06/2012;;;Escritural;Quirografária;Simples;99.000.000;0,;0,;99.000.000;0;0;0;0,;0;0,;0;R$;10,000,000;R$;10,000,000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;25/07/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLMC1    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'001;ND;Registrado;BRSUAMDBS077;CVM/SRE/DEB/2012/021;27/07/2012;;;25/07/2012;25/07/2032; - - - - - - ;;25/07/2012;-;-;RCA;26/06/2012;;;Escritural;Quirografária;Simples;99.000.000;0,;0,;99.000.000;0;0;0;0,;0;0,;0;R$;10,000,000;R$;10,000,000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;25/07/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLMD1    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'001;ND;Registrado;BRSUAMDBS077;CVM/SRE/DEB/2012/021;27/07/2012;;;25/07/2012;25/07/2032; - - - - - - ;;25/07/2012;-;-;RCA;26/06/2012;;;Escritural;Quirografária;Simples;99.000.000;0,;0,;99.000.000;0;0;0;0,;0;0,;0;R$;10,000,000;R$;10,000,000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;25/07/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLME1    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'001;ND;Registrado;BRSUAMDBS077;CVM/SRE/DEB/2012/021;27/07/2012;;;25/07/2012;25/07/2032; - - - - - - ;;25/07/2012;-;-;RCA;26/06/2012;;;Escritural;Quirografária;Simples;99.000.000;0,;0,;65.000.000;34.000.000;0;0;0,;0;0,;0;R$;10,000,000;R$;10,000,000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;25/07/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLMF1    ;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;'ÚNI;'001;ND;Registrado;BRSUAMDBS077;CVM/SRE/DEB/2012/021;27/07/2012;;;25/07/2012;25/07/2032; - - - - - - ;;25/07/2012;-;-;RCA;26/06/2012;;;Escritural;Quirografária;Simples;5.000.000;0,;0,;5.000.000;0;0;0;0,;0;0,;0;R$;10,000,000;R$;10,000,000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;25/07/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO S.A.;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL S.A.;4.72E+13;N; n ;
STLV11    ;SANTA VITORIA DO PALMAR V ENERGIAS RENOVAVEIS S.A.;'001;'001;ND;Registrado;BRSTLVDBS002;DISPENSA ICVM 476/09;19/01/2016;;;06/01/2016;06/01/2017; - - - - - - ;;21/01/2016;21/01/2016;-;AGE;06/01/2016;AGE;19/01/2016;Escritural;Real;Simples;12.55;0,;0,;12.55;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;1.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;30,000;252;6;MES;06/07/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC BANK BRASIL S/A - B. M.;1.99E+13;N; n ;
STLV21    ;SANTA VITORIA DO PALMAR V ENERGIAS RENOVAVEIS S.A.;'002;'001;ND;Registrado;BRSTLVDBS010;DISPENSA ICVM 476/09;19/01/2016;;;06/01/2016;06/01/2017; - - - - - - ;;21/01/2016;21/01/2016;-;AGE;06/01/2016;AGE;19/01/2016;Escritural;Real;Simples;3.15;0,;0,;3.15;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;1.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;135,000;252;6;MES;06/07/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC BANK BRASIL S/A - B. M.;1.99E+13;N; n ;
STLV31    ;SANTA VITORIA DO PALMAR V ENERGIAS RENOVAVEIS S.A.;'003;'001;ND;Registrado;BRSTLVDBS028;DISPENSA ICVM 476/09;05/07/2016;;;06/01/2016;06/01/2017; - - - - - - ;;06/07/2016;20/01/2016;-;AGE;06/01/2016;;;Escritural;Real;Simples;9.4;0,;0,;3.134;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;1.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;30,000;252;6;MES;06/07/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC BANK BRASIL S/A - B. M.;1.99E+13;N; n ;
STMC11    ;STEMAC  S.A. GRUPOS GERADORES;'ÚNI;'001;ND;Registrado;BRSTMCDBS000;DISPENSA ICVM 476/09;08/01/2014;;;16/12/2013;16/12/2018; - - - - - - ;;16/12/2013;09/01/2014;-;AGE;20/12/2013;;;Escritural;Quirografária;Simples;75;0,;0,;74;0;0;0,;0,;0;0,;0;R$;1.000.000,000000;R$;588.400,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;58,800;3;MES;16/01/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;37,600;252;3;MES;16/04/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO ABC-BRASIL S/A;9.28E+13;N; n ;
STME11    ;SANTA MARIA ENERGIAS RENOVAVEIS S.A.;'ÚNI;'001;ND;Excluído;BRSTMEDBS006;DISPENSA ICVM 476/09;25/06/2014;;;10/06/2014;10/12/2015;RESGATE TOTAL ANTECIPADO;;26/06/2014;26/06/2014;-;AGE;14/05/2014;;;Escritural;Quirografária;Simples;5;0,;0,;0;0;5;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;03/11/2015;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;13,000;252;6;MES;10/06/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;1.21E+13;N; n ;
STSN11    ;STN - SISTEMA DE TRANSMISSAO NORDESTE S.A.;'ÚNI;'001;ND;Registrado;BRSTSNDBS004;DISPENSA ICVM 476/09;15/08/2014;;;07/08/2014;07/08/2020; - - - - - - ;;07/08/2014;08/08/2014;-;AGE;21/07/2014;;;Escritural;Quirografária;Simples;10.1;0,;0,;10.1;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;109,75;0,000;-;;;58,824;3;MES;07/08/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;3;MES;07/02/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;5.99E+12;N; n ;
STTZ16    ;SANTHER - FABRICA DE PAPEL SANTA THEREZINHA S/A;'ÚNI;'006;ND;Registrado;BRSTTZDBS048;DISPENSA ICVM 476/09;26/06/2012;;;15/06/2012;15/06/2018; - - - - - - ;;15/06/2012;-;-;AGE;23/05/2012;;;Escritural;Quirografária;Simples;195;0,;0,;195;0;0;0;0,;0;0,;0;R$;1.000.000,000000;R$;604.396,000000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;6;MES;15/06/2014;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;34,500;252;6;MES;15/12/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A        ;6.11E+13;N; n ;
STVI11    ;SANTA VITORIA DO PALMAR I ENERGIAS RENOVAVEIS S.A.;'001;'001;ND;Registrado;BRSTVIDBS008;DISPENSA ICVM 476/09;19/01/2016;;;06/01/2016;06/01/2017; - - - - - - ;;21/01/2016;20/01/2016;-;AGE;06/01/2016;AGE;19/01/2016;Escritural;Real;Simples;17.9;0,;0,;17.9;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;1.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;30,000;252;6;MES;06/07/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC BANK BRASIL S/A - B. M.;1.99E+13;N; n ;
STVI21    ;SANTA VITORIA DO PALMAR I ENERGIAS RENOVAVEIS S.A.;'002;'001;ND;Registrado;BRSTVIDBS016;DISPENSA ICVM 476/09;19/01/2016;;;06/01/2016;06/01/2017; - - - - - - ;;21/01/2016;21/01/2016;-;AGE;06/01/2016;AGE;19/01/2016;Escritural;Real;Simples;4.5;0,;0,;4.5;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;1.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;135,000;252;6;MES;06/07/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC BANK BRASIL S/A - B. M.;1.99E+13;N; n ;
STVI31    ;SANTA VITORIA DO PALMAR I ENERGIAS RENOVAVEIS S.A.;'003;'001;ND;Registrado;BRSTVIDBS024;DISPENSA ICVM 476/09;05/07/2016;;;06/01/2016;06/01/2017; - - - - - - ;;06/07/2016;22/02/2016;-;AGE;06/01/2016;;;Escritural;Real;Simples;13.4;0,;0,;4.466;0;0;0,;0,;0;0,;0;R$;1.000,000000;R$;1.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;30,000;252;6;MES;06/07/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;HSBC BANK BRASIL S/A - B. M.;1.99E+13;N; n ;
SULM11    ;SUL AMERICA S/A;'ÚNI;'001;ND;Registrado;BRSULADBS004;DISPENSA ICVM 476/09;16/02/2012;;;06/02/2012;06/02/2017; - - - - - - ;;06/02/2012;-;-;RCA;04/01/2012;;;Escritural;Quirografária;Simples;50;0,;0,;50;0;0;0;0,;0;0,;0;R$;10.000,000000;R$;3.334,000000;20/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;333,300;12;MES;06/02/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;11,500;252;6;MES;06/08/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;Mês;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO S.A.;3.00E+13;N; n ;
SULM13    ;SUL AMERICA S/A;'001;'003;ND;Registrado;BRSULADBS046;DISPENSA ICVM 476/09;02/06/2014;;;16/05/2014;15/05/2019; - - - - - - ;;03/06/2014;03/06/2014;-;RCA;16/05/2014;;;Escritural;Quirografária;Simples;37;0,;0,;37;0;0;0,;0,;0;0,;0;R$;10.000,000000;R$;10.000,000000;20/07/2016;DI;  - ;Padrão - SND;;-;;108,25;0,000;-;;;333,300;12;MES;15/05/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;15/11/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO S.A.;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;3.00E+13;N; n ;
